http://www.okkam.org/ontology_restaurant2.owl#has_category,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.okkam.org/ontology_restaurant2.owl#phone_number,http://www.okkam.org/ontology_restaurant2.owl#has_address,http://www.okkam.org/ontology_restaurant2.owl#name,entityUrl,http://www.okkam.org/ontology_restaurant2.owl#city,http://www.okkam.org/ontology_restaurant2.owl#street
http://www.okkam.org/oaie/restaurant2-Category58,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,212-677-0606,http://www.okkam.org/oaie/restaurant2-Address58,second avenue deli,http://www.okkam.org/oaie/restaurant2-Restaurant58,,
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,asian,http://www.okkam.org/oaie/restaurant2-Category172,,
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address607,new york city,368 bleecker st.
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address57,new york city,240 central park s.
http://www.okkam.org/oaie/restaurant2-Category615,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,212-673-3783,http://www.okkam.org/oaie/restaurant2-Address615,il mulino,http://www.okkam.org/oaie/restaurant2-Restaurant615,,
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address148,los angeles,8764 melrose ave.
http://www.okkam.org/oaie/restaurant2-Category146,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,213/667-0777,http://www.okkam.org/oaie/restaurant2-Address146,louise's trattoria,http://www.okkam.org/oaie/restaurant2-restaurant246,,
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address695,atlanta,2905 buford hwy.
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,southern/soul,http://www.okkam.org/oaie/restaurant2-Category644,,
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address442,las vegas,129 e. fremont st.
http://www.okkam.org/oaie/restaurant2-Category450,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,702/876-4190,http://www.okkam.org/oaie/restaurant2-Address450,venetian,http://www.okkam.org/oaie/restaurant2-Restaurant450,,
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,mediterranean,http://www.okkam.org/oaie/restaurant2-Category185,,
http://www.okkam.org/oaie/restaurant2-Category628,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,212-989-1367,http://www.okkam.org/oaie/restaurant2-Address628,mitali east-west,http://www.okkam.org/oaie/restaurant2-Restaurant628,,
http://www.okkam.org/oaie/restaurant2-Category159,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,310/393-6545,http://www.okkam.org/oaie/restaurant2-Address159,remi,http://www.okkam.org/oaie/restaurant2-restaurant259,,
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,continental,http://www.okkam.org/oaie/restaurant2-Category657,,
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address455,san francisco,243 o'farrell st.
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,barbecue,http://www.okkam.org/oaie/restaurant2-Category404,,
http://www.okkam.org/oaie/restaurant2-Category463,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,415/771-3500,http://www.okkam.org/oaie/restaurant2-Address463,california culinary academy,http://www.okkam.org/oaie/restaurant2-Restaurant463,,
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address202,new york,200 w. 70th st.
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,french,http://www.okkam.org/oaie/restaurant2-Category198,,
http://www.okkam.org/oaie/restaurant2-Category210,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,212/226-8413,http://www.okkam.org/oaie/restaurant2-Address210,caffe roma,http://www.okkam.org/oaie/restaurant2-Restaurant210,,
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,asian,http://www.okkam.org/oaie/restaurant2-Category492,,
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address290,new york,150 w. 46th st.
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address468,san francisco,732 broadway
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,southern,http://www.okkam.org/oaie/restaurant2-Category417,,
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address215,new york,150 wooster st.  between houston and prince sts.
http://www.okkam.org/oaie/restaurant2-Category476,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,415/673-1888,http://www.okkam.org/oaie/restaurant2-Address476,harris',http://www.okkam.org/oaie/restaurant2-Restaurant476,,
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address1,studio city,12224 ventura blvd.
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,american (new),http://www.okkam.org/oaie/restaurant2-Category711,,
http://www.okkam.org/oaie/restaurant2-Category223,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,212/753-5100,http://www.okkam.org/oaie/restaurant2-Address223,corrado cafe,http://www.okkam.org/oaie/restaurant2-Restaurant223,,
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,asian,http://www.okkam.org/oaie/restaurant2-Category252,,
http://www.okkam.org/oaie/restaurant2-Category489,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,415/546-5000,http://www.okkam.org/oaie/restaurant2-Address489,kyo-ya. sheraton palace hotel,http://www.okkam.org/oaie/restaurant2-Restaurant489,,
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address228,new york,181 w. 10th st.
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,mexican,http://www.okkam.org/oaie/restaurant2-Category724,,
http://www.okkam.org/oaie/restaurant2-Category236,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,212/226-4621,http://www.okkam.org/oaie/restaurant2-Address236,f. ille ponte ristorante,http://www.okkam.org/oaie/restaurant2-Restaurant236,,
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address522,san francisco,3148 geary blvd.
http://www.okkam.org/oaie/restaurant2-Category530,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,415/922-7788,http://www.okkam.org/oaie/restaurant2-Address530,yoyo tsumami bistro,http://www.okkam.org/oaie/restaurant2-Restaurant530,,
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,italian,http://www.okkam.org/oaie/restaurant2-Category265,,
http://www.okkam.org/oaie/restaurant2-Category708,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,404-237-4116,http://www.okkam.org/oaie/restaurant2-Address708,original pancake house (at),http://www.okkam.org/oaie/restaurant2-Restaurant708,,
http://www.okkam.org/oaie/restaurant2-Category17,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,213-628-3781,http://www.okkam.org/oaie/restaurant2-Address17,philippe the original,http://www.okkam.org/oaie/restaurant2-restaurant27,,
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,italian,http://www.okkam.org/oaie/restaurant2-Category737,,
http://www.okkam.org/oaie/restaurant2-Category249,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,212/533-2233,http://www.okkam.org/oaie/restaurant2-Address249,french roast,http://www.okkam.org/oaie/restaurant2-Restaurant249,,
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address535,west la,2027 sawtelle blvd.
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,seafood,http://www.okkam.org/oaie/restaurant2-Category41,,
http://www.okkam.org/oaie/restaurant2-Category543,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,310-643-5229,http://www.okkam.org/oaie/restaurant2-Address543,bristol farms market cafe,http://www.okkam.org/oaie/restaurant2-Restaurant543,,
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,middle eastern,http://www.okkam.org/oaie/restaurant2-Category278,,
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,pacific new wave,http://www.okkam.org/oaie/restaurant2-Category5,,
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,health food,http://www.okkam.org/oaie/restaurant2-Category572,,
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address370,new york,54 irving pl. at 17th st.
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address548,redondo beach,1716 pch
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,seafood,http://www.okkam.org/oaie/restaurant2-Category54,,
http://www.okkam.org/oaie/restaurant2-Category40,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,212-688-6525,http://www.okkam.org/oaie/restaurant2-Address40,la cote basque,http://www.okkam.org/oaie/restaurant2-Restaurant40,,
http://www.okkam.org/oaie/restaurant2-Category556,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,310-815-1290,http://www.okkam.org/oaie/restaurant2-Address556,indo cafe,http://www.okkam.org/oaie/restaurant2-Restaurant556,,
http://www.okkam.org/oaie/restaurant2-Category303,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,212/229-9313,http://www.okkam.org/oaie/restaurant2-Address303,marquet patisserie,http://www.okkam.org/oaie/restaurant2-Restaurant303,,
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,vietnamese,http://www.okkam.org/oaie/restaurant2-Category585,,
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address383,atlanta,265 pharr rd.
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,asian,http://www.okkam.org/oaie/restaurant2-Category332,,
http://www.okkam.org/oaie/restaurant2-Category391,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,404/364-0212,http://www.okkam.org/oaie/restaurant2-Address391,coco loco,http://www.okkam.org/oaie/restaurant2-Restaurant391,,
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address130,los angeles,730 n. la cienega blvd.
http://www.okkam.org/oaie/restaurant2-Category569,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,310-456-6299,http://www.okkam.org/oaie/restaurant2-Address569,la salsa (la),http://www.okkam.org/oaie/restaurant2-Restaurant569,,
http://www.okkam.org/oaie/restaurant2-Category53,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,212-724-8585,http://www.okkam.org/oaie/restaurant2-Address53,picholine,http://www.okkam.org/oaie/restaurant2-Restaurant53,,
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,chinese,http://www.okkam.org/oaie/restaurant2-Category67,,
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address308,new york,60 e. 54th st.
http://www.okkam.org/oaie/restaurant2-Category316,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,212/489-7212,http://www.okkam.org/oaie/restaurant2-Address316,orso,http://www.okkam.org/oaie/restaurant2-Restaurant316,,
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address602,new york city,764 ninth ave.
,http://www.okkam.org/ontology_restaurant2.owl#Address,,,,http://www.okkam.org/oaie/restaurant2-Address52,new york city,182 w. 58th st.
,http://www.okkam.org/ontology_restaurant2.owl#Category,,,hamburgers,http://www.okkam.org/oaie/restaurant2-Category598,,
